,refcode,C11,C12,C13,C14,C15,C16,C21,C22,C23,C24,C25,C26,C31,C32,C33,C34,C35,C36,C41,C42,C43,C44,C45,C46,C51,C52,C53,C54,C55,C56,C61,C62,C63,C64,C65,C66,exp_a,exp_b,exp_c,exp_alpha,exp_beta,exp_gamma,exp_V,opt_a,opt_b,opt_c,opt_alpha,opt_beta,opt_gamma,opt_V,E_V,E_R,E_H,E_RH,K_V,K_R,K_H,K_RH,G_V,G_R,G_H,G_RH,n_H,A_L
3541,CUHHOD,12.86,11.8,4.44,0.47,-0.41,-0.65,11.8,23.43,8.52,-0.7,0.63,-9.83,4.44,8.52,31.39,-0.66,0.32,-1.84,0.47,-0.7,-0.66,4.98,-1.12,0.01,-0.41,0.63,0.32,-1.12,2.04,0.42,-0.65,-9.83,-1.84,0.01,0.42,9.64,8.3377,9.792,12.469,96.39,108.5,97.68000000000002,943.8559018476126,8.423717058840005,9.669598169098084,12.50686934878549,95.81102040128056,108.92708554433209,98.97672815495817,939.1940353552078,16.03753130063338,4.763611604823975,10.400571452728677,7.582091528776326,13.022222222222222,10.614913398323017,11.818567810272619,11.216740604297819,6.193333333333333,1.6712014566151485,3.932267394974241,2.801734425794695,0.35024866808830474,2.9362169052127225
3542,EBEGIB,15.72,7.98,9.18,-0.01,3.12,-0.0,7.98,12.56,10.5,-0.01,0.68,-0.0,9.18,10.5,16.29,0.0,-1.0,0.0,-0.01,-0.01,0.0,4.03,-0.0,-0.55,3.12,0.68,-1.0,-0.0,7.44,0.0,-0.0,-0.0,0.0,-0.55,0.0,4.36,13.0304,13.24,13.152,90.0,118.75399999999998,90.0,1989.2307231400607,13.05095514755959,13.2625127467846,13.141901931789617,90.00006435882781,119.19606026528044,90.00020554310038,1985.7222371678831,11.408913718187462,8.90428215583545,10.156597937011455,9.530440046423452,11.098888888888887,10.479044131489408,10.788966510189148,10.634005320839279,4.293333333333334,3.277538375114775,3.7854358542240547,3.5314871146694147,0.34293811946309954,0.6064022150192615
3543,EGOZAC,14.58,8.02,6.53,0.0,-0.0,-0.0,8.02,9.52,8.6,-0.0,-0.0,0.0,6.53,8.6,9.92,-0.0,-0.0,0.01,0.0,-0.0,-0.0,4.95,0.0,-0.0,-0.0,-0.0,-0.0,0.0,5.23,0.0,-0.0,0.0,0.01,-0.0,0.0,5.52,12.1456,12.6177,13.8605,90.0,90.0,90.0,2124.115209251758,11.910552638906598,12.474382391176244,13.931505040762897,89.9997775110356,89.99997971181793,89.99999633921396,2069.898272450583,10.131536871423286,4.652419684444972,7.391978277934129,6.02219898118955,8.924444444444445,8.762209092891208,8.843326768667826,8.802767930779517,3.8646666666666665,1.6480340203410686,2.7563503435038674,2.202192181922468,0.35882405123615746,1.905871954651024
3544,LIMMEC,22.53,7.21,8.68,0.01,-3.62,0.01,7.21,21.18,10.03,-0.0,0.12,0.0,8.68,10.03,16.44,-0.0,-1.3,-0.0,0.01,-0.0,-0.0,7.36,0.0,-0.25,-3.62,0.12,-1.3,0.0,3.75,-0.0,0.01,0.0,-0.0,-0.25,-0.0,4.38,7.8599,20.3405,13.7843,90.0,94.269,90.0,2197.6410598233133,7.960340518683114,20.25614133447237,13.531336407541882,90.00000850738338,94.30797120619472,90.00029650417721,2175.7064726673475,14.10691173027394,12.060662321789424,13.083787026031683,12.572224673910554,12.443333333333335,11.579063902380753,12.011198617857044,11.795131260118898,5.38,4.546385124779311,4.963192562389656,4.754788843584484,0.31840555977096746,0.38327619571172755
3545,XIDVOX,14.96,8.79,8.55,-0.12,-0.57,0.35,8.79,16.98,9.17,-0.09,1.64,0.85,8.55,9.17,19.5,0.69,0.53,0.42,-0.12,-0.09,0.69,2.77,0.61,1.26,-0.57,1.64,0.53,0.61,4.51,1.04,0.35,0.85,0.42,1.26,1.04,3.5,11.67,11.9096,12.801,83.025,71.01,86.09299999999999,1669.090938772496,11.65834441239654,11.565735272224783,13.020667133327876,83.71370342720454,70.22873832791598,88.21758965657367,1642.208733437706,10.322177131321496,8.644574464538113,9.483375797929805,9.06397513123396,11.606666666666666,11.346141967954368,11.476404317310518,11.411273142632442,3.8179999999999996,3.1480206862666407,3.48301034313332,3.3155155146999804,0.36219443069749835,0.43205246861157787
3546,HUDVOS,15.5,11.03,9.0,-0.0,0.23,-0.0,11.03,19.14,6.27,0.01,-2.31,0.0,9.0,6.27,26.97,0.01,3.92,0.0,-0.0,0.01,0.01,4.57,-0.0,-0.42,0.23,-2.31,3.92,-0.0,4.99,0.0,-0.0,0.0,0.0,-0.42,0.0,8.18,9.741,9.687,37.729,90.0,94.43000000000002,90.0,3549.512558817083,9.587400083906918,9.64139605733014,36.53616697200112,89.99935164627185,94.61507108312011,89.9989888006595,3366.304348686512,15.329469207677612,12.007018644242256,13.668243925959935,12.837631285101097,12.69,12.45885332457733,12.574426662288666,12.516639993432998,5.902,4.482312462918317,5.192156231459158,4.837234347188738,0.31852137520943774,0.6155335584515814
3547,HIRKAV,17.29,7.02,8.65,0.02,-0.0,0.0,7.02,20.43,11.23,-0.17,0.0,0.0,8.65,11.23,27.81,-0.05,-0.0,0.0,0.02,-0.17,-0.05,4.76,-0.0,0.0,-0.0,0.0,-0.0,-0.0,4.83,0.0,0.0,0.0,0.0,0.0,0.0,3.31,7.16,14.541,18.733,90.0,90.0,90.0,1950.35931948,7.00880778443832,14.375631109987744,18.77014243452861,89.99991543961008,90.00012702727912,89.99989754396998,1891.205132393795,13.691487729606221,12.740343188265697,13.21591545893596,12.978129323600829,13.25888888888889,12.383572661295148,12.821230775092019,12.602401718193583,5.155333333333334,4.7948963061744685,4.975114819753902,4.885005562964185,0.32820264367032254,0.175872290786865
3548,OVOCAF,15.92,7.39,8.38,-0.01,0.45,0.02,7.39,31.43,10.6,0.0,-1.27,-0.01,8.38,10.6,14.67,0.01,-1.22,-0.01,-0.01,0.0,0.01,8.34,-0.0,-1.99,0.45,-1.27,-1.22,-0.0,2.55,0.0,0.02,-0.01,-0.01,-1.99,0.0,3.49,8.7063,17.9769,8.8307,90.0,103.621,90.0,1343.2407576312492,8.510308844578661,17.869234162312804,8.839041563057124,90.00016445443681,104.46336339858108,90.00021606075215,1301.5766596150609,13.85546882422348,9.932137449103205,11.893803136663344,10.912970292883275,12.751111111111108,11.405226171837837,12.078168641474473,11.741697406656154,5.252666666666667,3.665374485697686,4.459020576182176,4.062197530939931,0.3356364896472237,0.8122451675626946
3549,HERJEU,14.04,8.41,8.87,-0.0,-0.0,-0.01,8.41,17.89,8.91,-0.0,0.0,-0.02,8.87,8.91,17.58,-0.0,-0.0,0.02,-0.0,-0.0,-0.0,4.33,0.0,0.0,-0.0,0.0,-0.0,0.0,4.61,-0.0,-0.01,-0.02,0.02,0.0,-0.0,5.17,6.5541,21.0909,21.993,90.0,90.0,90.0,3040.133466106168,6.437105334493539,20.94579993641201,21.865638753096405,89.99985701409354,90.00085937847896,89.99968883601868,2948.1510807622035,11.631157190053903,11.356885803223232,11.494021496638567,11.4254536499309,11.321111111111112,11.146886740723739,11.233998925917426,11.190442833320581,4.376666666666667,4.268885003845448,4.322775835256057,4.295830419550752,0.3294752786854051,0.05787255124214097
3550,REMPEH,21.41,13.24,10.1,-0.0,0.36,-0.0,13.24,13.04,10.19,0.0,-0.27,-0.0,10.1,10.19,16.01,-0.0,1.32,-0.0,-0.0,0.0,-0.0,4.64,0.0,-1.99,0.36,-0.27,1.32,0.0,6.45,0.0,-0.0,-0.0,-0.0,-1.99,0.0,5.73,13.6316,11.6665,14.3791,90.0,104.063,90.0,2218.216343776952,13.980473571974256,11.112038983071969,14.701931409067925,90.0008846874877,105.73588071859818,90.00047499916394,2198.3697540509856,12.091288111268875,8.250128907692151,10.170708509480512,9.210418708586332,13.057777777777778,12.092037587677032,12.574907682727405,12.333472635202218,4.4926666666666675,2.9756207473338274,3.7341437070002472,3.354882227167037,0.36489704135966994,0.924444809301299
3551,OXEVIZ,20.41,10.35,6.98,-0.0,-0.01,0.01,10.35,19.33,9.73,-0.0,-0.0,0.0,6.98,9.73,21.71,0.0,0.02,-0.0,-0.0,-0.0,0.0,6.08,-0.0,0.0,-0.01,-0.0,0.02,-0.0,3.9,-0.0,0.01,0.0,-0.0,0.0,-0.0,4.78,7.6662,9.925,10.643,90.0,90.0,90.0,809.7943135050003,7.65851438652344,9.885971304180844,10.537543925467304,89.99952603338808,90.00027446919813,90.00001361745869,797.8169814539211,13.848613751294705,13.27339716747815,13.561005459386427,13.417201313432289,12.841111111111111,12.82371194452508,12.832411527818095,12.828061736171588,5.244666666666666,4.99943816078532,5.122052413725993,5.060745287255656,0.3238605179152595,0.10708526842547342
3552,CIPREB,18.45,8.86,12.57,-0.0,2.66,0.0,8.86,21.84,8.14,0.0,-2.12,0.0,12.57,8.14,19.39,-0.0,1.54,-0.0,-0.0,0.0,-0.0,3.08,0.01,-0.31,2.66,-2.12,1.54,0.01,5.64,0.0,0.0,0.0,-0.0,-0.31,0.0,2.79,52.919,10.4083,10.3553,90.0,95.127,90.0,5680.846387791477,52.53654662812775,10.396774773191517,10.177593894487469,89.99794138669266,94.38253586053852,90.00099001433028,5542.855762142073,11.659417676169655,9.754522119950854,10.706969898060255,10.230746009005554,13.202222222222222,13.111735536552324,13.156978879387273,13.1343572079698,4.309333333333332,3.5445011744648975,3.9269172538991146,3.7357092141820063,0.364270341674056,0.43695000419059166
3553,DISNAV,23.82,10.25,8.7,-0.01,0.0,0.01,10.25,18.99,11.35,0.02,0.0,0.01,8.7,11.35,13.14,-0.0,-0.0,0.01,-0.01,0.02,-0.0,5.22,-0.0,0.0,0.0,0.0,-0.0,-0.0,3.3,0.0,0.01,0.01,0.01,0.0,0.0,2.98,5.0789,19.15,20.9714,90.0,90.0,90.0,2039.6979722589983,5.094300373986854,19.29697392500845,20.581104920218834,90.00008549788463,90.00014098089176,89.99989251920864,2023.216905627581,10.904468035464303,9.4276435085856,10.16605577202495,9.796849640305275,12.949999999999998,12.011940518323968,12.480970259161982,12.246455388742975,4.010000000000001,3.4427796400347117,3.7263898200173564,3.584584730026034,0.36422930074345217,0.3492189436371961
3554,YEDNIH,25.31,13.96,14.64,-0.0,0.01,0.0,13.96,19.79,15.49,-0.0,-2.22,-0.0,14.64,15.49,21.12,-0.01,0.37,-0.0,-0.0,-0.0,-0.01,6.21,0.0,-0.28,0.01,-2.22,0.37,0.0,6.6,-0.0,0.0,-0.0,-0.0,-0.28,-0.0,5.09,11.85,15.576,14.204999999999998,90.0,90.58,90.0,2621.76206195906,11.769293171985645,15.326778108753548,14.08475705933649,90.00024689221465,89.89220164311597,89.99976693192997,2540.6792637967496,13.8095514430959,11.640264297873033,12.724907870484467,12.18258608417875,17.155555555555555,16.881155185524175,17.018355370539865,16.949755278032022,5.055333333333333,4.202029851081984,4.628681592207658,4.415355721644821,0.37531330640243027,0.41370982852819427
3555,AYIWAI,18.56,10.14,9.31,0.0,-0.0,0.0,10.14,35.36,20.7,-0.0,0.0,-0.0,9.31,20.7,26.28,0.0,0.0,0.0,0.0,-0.0,0.0,11.43,0.0,0.0,-0.0,0.0,0.0,0.0,2.47,-0.0,0.0,-0.0,0.0,0.0,-0.0,2.53,10.8806,19.061,6.9842,90.0,90.0,90.0,1448.4889733577195,10.535920914943553,19.05287081079903,7.112754901107532,89.99915036270983,90.00030383674473,89.99997039645852,1427.8111472676774,16.078074542518838,11.153306959741649,13.615690751130243,12.384498855435947,17.833333333333332,15.187029095104679,16.510181214219006,15.848605154661843,5.956,4.048091886377875,5.0020459431889375,4.5250689147834064,0.3624112852192362,0.8782788895170319
3556,ABALAS,18.16,10.05,12.78,0.01,-4.72,0.01,10.05,15.41,10.37,-0.04,1.44,0.02,12.78,10.37,16.89,0.01,-2.82,0.02,0.01,-0.04,0.01,4.75,-0.02,1.71,-4.72,1.44,-2.82,-0.02,7.51,-0.0,0.01,0.02,0.02,1.71,-0.0,6.66,6.8048,8.6071,15.824400000000002,90.0,99.445,90.0,914.26420696503,6.759634133906372,8.74212347550837,15.750119309291984,89.99689917234669,98.38898619879092,90.00205701350704,920.7721109754048,13.139471989306115,9.040414170044698,11.089943079675407,10.065178624860053,12.984444444444446,12.426324842360126,12.705384643402287,12.565854742881207,4.934666666666668,3.2784904029304074,4.106578534798538,3.692534468864473,0.35411015719309114,0.9153877401508612
3557,CALBEZ,28.9,9.68,12.01,0.0,-3.48,0.01,9.68,25.21,10.08,-0.0,-0.3,0.01,12.01,10.08,19.81,0.0,-0.3,0.01,0.0,-0.0,0.0,4.53,0.0,-0.42,-3.48,-0.3,-0.3,0.0,6.44,0.02,0.01,0.01,0.01,-0.42,0.02,6.71,40.633,6.1932,7.311,90.0,91.872,90.0,1838.818786167178,40.529506638282285,6.16891800488946,7.258434057630232,90.00021962089728,92.13437762137188,90.00005158844309,1813.5178913168563,16.722025073802858,15.488905039091277,16.105465056447066,15.797185047769172,15.273333333333332,14.767646098666317,15.020489715999824,14.89406790733307,6.346,5.844017467756928,6.095008733878464,5.9695131008176965,0.3212833744745275,0.18731674902846257
3558,FEKCEF,19.2,10.99,9.77,-0.02,-0.48,0.0,10.99,21.72,6.84,0.0,1.33,0.0,9.77,6.84,15.93,-0.01,-0.51,0.0,-0.02,0.0,-0.01,4.56,-0.0,1.92,-0.48,1.33,-0.51,-0.0,5.78,-0.0,0.0,0.0,0.0,1.92,-0.0,5.16,9.851,28.28,8.677,90.0,92.43,90.0,2415.1194420321804,10.118043180269376,27.97949963911981,8.629920501796843,90.0005293555582,93.0714038521422,90.00058442354151,2439.601942690653,13.345577830188677,11.911709762594372,12.628643796391525,12.27017677949295,12.449999999999998,12.028728234602173,12.239364117301086,12.13404617595163,5.05,4.461465879202479,4.7557329396012396,4.60859940940186,0.3279975536555316,0.2792032141639647
3559,PUGKEI,25.87,7.68,11.56,0.7,6.4,0.77,7.68,22.47,11.71,5.11,-0.37,0.75,11.56,11.71,13.53,0.89,0.46,1.85,0.7,5.11,0.89,4.32,0.87,0.7,6.4,-0.37,0.46,0.87,5.5,1.9,0.77,0.75,1.85,0.7,1.9,4.58,8.7854,9.274299999999998,10.695000000000002,70.749,81.448,83.078,811.1495563969659,8.924586442937525,9.23856655897458,10.647906535216157,70.9993069696564,82.87308633895526,83.90139183115451,821.6454700808716,13.238426483108936,5.803136878914439,9.520781681011687,7.661959279963064,13.752222222222223,11.861042772771096,12.80663249749666,12.333837635133879,4.941333333333334,2.0455813677753767,3.493457350554355,2.7695193591648657,0.37497574352005947,1.9776484745551948
3560,AWAJIU,14.42,16.69,13.23,-0.01,-1.93,0.01,16.69,41.24,8.47,0.0,-0.3,0.02,13.23,8.47,28.53,-0.0,-5.42,0.02,-0.01,0.0,-0.0,6.2,0.0,-2.08,-1.93,-0.3,-5.42,0.0,4.81,-0.0,0.01,0.02,0.02,-2.08,-0.0,9.47,4.6642,27.835,11.84,90.0,98.088,90.0,1521.8736613902845,4.735083664185702,27.473118742408914,11.718598650607108,89.99943847633017,95.99152784766198,89.9982776326194,1516.1158711599503,18.926227455623895,10.759339273403365,14.842783364513629,12.801061318958496,17.88555555555556,12.989438796053047,15.437497175804303,14.213467985928675,7.149333333333333,3.949982833616805,5.549658083475069,4.749820458545937,0.33948819731403973,1.3646902856139311
3561,NOTHIP,17.45,11.61,8.72,0.0,-0.28,0.01,11.61,20.07,10.08,0.0,0.16,-0.01,8.72,10.08,22.89,0.0,-1.18,-0.0,0.0,0.0,0.0,4.31,0.0,-0.76,-0.28,0.16,-1.18,0.0,5.67,-0.01,0.01,-0.01,-0.0,-0.76,-0.01,4.85,18.9871,18.0668,12.546,90.0,94.438,90.0,4290.827301971386,18.907658724490584,17.919628288090987,12.37094873537941,90.00261530952788,95.3112423870362,89.99713734367215,4173.506784426331,13.267546279971791,12.54038300875447,12.90396464436313,12.7221738265588,13.47,13.29179204321691,13.380896021608455,13.336344032412683,4.966,4.669645689149167,4.817822844574584,4.743734266861876,0.3392648544091394,0.13823167764841388
3562,PIDVUV,14.3,6.56,8.44,0.0,0.01,0.01,6.56,14.71,8.06,0.0,0.87,-0.0,8.44,8.06,12.85,-0.0,1.12,0.0,0.0,0.0,-0.0,5.42,0.0,-0.48,0.01,0.87,1.12,0.0,3.39,0.0,0.01,-0.0,0.0,-0.48,0.0,3.82,7.184,11.07,10.323,90.0,95.73,90.0,816.8540180963174,7.155262782554644,11.1113163802774,10.35322103905021,89.99946100422513,95.64148531622548,90.00045864775542,819.1396816206222,10.043670230975252,9.15612213712289,9.599896184049072,9.378009160585982,9.775555555555556,9.64032353163464,9.7079395435951,9.674131537614869,3.779333333333333,3.412123350206215,3.595728341769774,3.5039258459879945,0.33515687068715316,0.2289789995275744
3563,LIQNEF,19.06,11.43,9.45,0.0,-0.53,-0.0,11.43,23.28,9.9,0.01,0.27,-0.0,9.45,9.9,15.65,-0.0,0.84,0.01,0.0,0.01,-0.0,5.58,-0.0,1.78,-0.53,0.27,0.84,-0.0,4.45,-0.0,-0.0,-0.0,0.01,1.78,-0.0,5.67,13.46,9.58,14.060000000000002,90.0,94.76,90.0,1806.7390612224765,13.481790049653856,9.541911630538111,13.93589647729986,90.00046722764556,95.08227771534092,90.00061683919752,1785.6941397087878,13.218701455227212,12.26789356905282,12.743297512140016,12.505595540596417,13.283333333333337,12.713437590519115,12.998385461926226,12.85591152622267,4.954,4.580395023339891,4.767197511669945,4.673796267504918,0.33659936839179455,0.18073069536714834
3564,TEGBOZ,14.74,8.86,10.22,-1.14,-0.01,-0.01,8.86,23.41,11.5,1.67,0.03,0.0,10.22,11.5,18.8,-1.26,0.03,0.01,-1.14,1.67,-1.26,5.75,-0.02,0.01,-0.01,0.03,0.03,-0.02,3.76,-0.96,-0.01,0.0,0.01,0.01,-0.96,2.81,7.898,12.528999999999998,12.87,76.04,89.98999999999998,89.89,1235.9214423692183,7.975743624264283,12.464319796186036,12.535531628045666,76.77280275360162,90.00177175350106,89.98626874494443,1213.1241868060977,11.439264543953021,9.830148835773189,10.634706689863105,10.232427762818148,13.123333333333333,12.410758523336982,12.767045928335158,12.588902225836069,4.222,3.592919863348294,3.907459931674147,3.7501898975112207,0.361137535606992,0.3650695780482925
3565,OBEYOL,17.38,7.46,7.11,-0.0,-1.98,-0.0,7.46,16.43,9.66,0.0,1.04,0.0,7.11,9.66,23.69,0.0,-1.62,-0.0,-0.0,0.0,0.0,5.63,-0.0,1.16,-1.98,1.04,-1.62,-0.0,3.28,-0.0,-0.0,0.0,-0.0,1.16,-0.0,3.26,18.559,6.124,24.109,90.0,90.93,90.0,2739.755060945532,18.37004346468136,6.036684443601317,23.71506093460158,90.00018938243586,89.85168148851642,89.99942697226078,2629.852846007393,12.331780246172322,10.05761090810335,11.194695577137836,10.626153242620592,11.773333333333333,11.231044476466788,11.502188904900061,11.366616690683426,4.652,3.722981371994588,4.187490685997294,3.955236028995941,0.33766923266923365,0.5003613005952469
3566,ZOBBEZ,29.2,24.58,15.7,-7.23,5.86,-9.88,24.58,29.32,10.89,-2.83,1.44,-9.89,15.7,10.89,44.43,-4.07,15.18,-7.21,-7.23,-2.83,-4.07,8.42,-7.64,3.51,5.86,1.44,15.18,-7.64,13.47,-6.83,-9.88,-9.89,-7.21,3.51,-6.83,17.66,4.8311,12.0457,16.6577,91.128,92.95,94.213,965.2093087893176,4.904526066581544,11.61580400725686,16.040152208054728,87.16696862506707,89.2209081186958,94.98612733444035,909.0899792611128,29.232316272307997,6.731619181018906,17.981967726663452,12.35679345384118,22.809999999999995,16.60028065708623,19.705140328543113,18.15271049281467,11.361999999999998,2.34974537361404,6.855872686807019,4.60280903021053,0.34411691119364496,3.538269536649379
3567,VURNEC,16.99,7.06,12.45,0.0,0.0,0.0,7.06,34.58,4.89,0.0,-0.03,-0.0,12.45,4.89,19.49,-0.0,0.03,0.0,0.0,0.0,-0.0,4.4,0.0,0.0,0.0,-0.03,0.03,0.0,2.99,-0.0,0.0,-0.0,0.0,0.0,-0.0,6.02,8.311,11.273,11.572,90.0,90.0,90.0,1084.179557515999,8.318237282200752,11.533269632121376,11.467441863092915,89.99890995117903,90.00025727646721,89.99963564644075,1100.1459314861734,15.177480581180138,11.590557163760524,13.384018872470332,12.487288018115429,13.317777777777778,13.018397368841528,13.168087573309652,13.093242471075591,5.7926666666666655,4.28767562887434,5.0401711477705025,4.663923388322422,0.33027606223236955,0.6731006306231212
3568,YUZWIB,19.3,10.74,11.66,0.0,-3.12,0.0,10.74,20.89,12.98,0.0,-0.37,0.0,11.66,12.98,19.94,0.0,-0.52,0.0,0.0,0.0,0.0,9.07,-0.01,-0.7,-3.12,-0.37,-0.52,-0.01,4.22,0.0,0.0,0.0,0.0,-0.7,0.0,4.98,13.287,10.563,11.784,90.0,111.821,90.0,1535.3893616468536,13.257072197835065,10.426395799648784,11.824864812785332,89.99997976276461,110.77257939619038,89.99948677140235,1528.2258495417448,14.18728409694691,12.006398304967437,13.096841200957172,12.551619752962305,14.543333333333335,13.842650672703778,14.192992003018556,14.017821337861168,5.304,4.4289606701642406,4.86648033508212,4.64772050262318,0.3461450038613632,0.40616745865564763
3569,EXEFUJ,15.65,7.13,11.42,-0.0,1.76,0.0,7.13,16.97,9.82,0.0,-0.28,0.0,11.42,9.82,17.33,-0.0,1.61,-0.0,-0.0,0.0,-0.0,3.9,0.0,0.07,1.76,-0.28,1.61,0.0,5.1,0.0,0.0,0.0,-0.0,0.07,0.0,2.37,8.578,8.155,15.261,90.0,101.193,90.0,1047.2555151945571,8.555433284933182,8.149729501997193,15.1770385279889,89.99961350525953,99.90731132298416,90.00073748254658,1042.4302239806427,10.085151407135825,8.920029321952086,9.502590364543956,9.21130984324802,11.854444444444447,11.391614352107263,11.623029398275854,11.507321875191558,3.7126666666666663,3.256687473719008,3.484677070192837,3.370682271955922,0.3637157116342779,0.29570803872543866
3570,QUTGAN,40.74,5.72,6.23,1.75,-1.4,-2.33,5.72,22.02,9.23,-0.37,0.0,-0.11,6.23,9.23,19.98,0.24,-0.88,-1.16,1.75,-0.37,0.24,5.82,-1.86,-0.04,-1.4,0.0,-0.88,-1.86,3.66,-0.38,-2.33,-0.11,-1.16,-0.04,-0.38,4.36,7.803,10.29,15.663,107.42,91.65,102.12,1167.524705447917,7.694546026014659,10.235610932169894,15.45602502235,106.72941993613784,91.2241350782245,102.10883185224458,1135.480156301769,17.699234126657334,12.852275910105906,15.27575501838162,14.064015464243763,13.9,12.7793802072614,13.339690103630701,13.059535155446051,6.872000000000001,4.8230423954431885,5.847521197721594,5.335281796582391,0.3087653451437491,0.7961302042422679
3571,OLIZAN,15.77,8.67,9.12,0.39,-0.71,-3.43,8.67,12.23,6.52,-0.25,-0.33,0.19,9.12,6.52,20.73,0.63,0.89,-2.55,0.39,-0.25,0.63,3.0,-1.62,-0.3,-0.71,-0.33,0.89,-1.62,3.85,-0.42,-3.43,0.19,-2.55,-0.3,-0.42,5.52,13.0878,13.7964,14.960100000000002,77.95799999999998,69.495,68.208,2339.6967923786106,13.287002928750356,14.046087796910276,15.034380898353469,76.25277364586057,68.72199471354519,66.71086108954283,2386.986853332909,10.924975377544321,7.763069867866608,9.344022622705465,8.553546245286036,10.816666666666666,9.886438078528636,10.351552372597652,10.118995225563143,4.102,2.835038960174377,3.4685194800871884,3.1517792201307824,0.34929604593656505,0.8309261583433868
3572,HUCZIR,12.68,7.38,7.55,0.07,0.53,-0.02,7.38,21.16,6.02,-0.01,0.45,-0.03,7.55,6.02,16.27,0.01,-1.85,-0.03,0.07,-0.01,0.01,2.58,0.07,-0.03,0.53,0.45,-1.85,0.07,5.91,-0.01,-0.02,-0.03,-0.03,-0.03,-0.01,2.97,13.4122,17.2939,17.1595,90.0,92.312,90.0,3976.8931239056783,13.246663623275778,17.138545147863923,17.16733117471146,89.99407653587237,92.3884811186345,90.01050660908022,3894.0880792461912,11.16582707843924,9.564081051834124,10.364954065136683,9.964517558485404,10.223333333333333,9.925543906554863,10.074438619944097,9.99999126324948,4.236000000000001,3.5702778490406604,3.9031389245203307,3.7367083867804958,0.32844076761630253,0.38345512092176914
3573,WOCMIN,17.45,12.45,13.11,0.04,-0.45,-0.0,12.45,23.78,18.63,-0.01,1.12,0.01,13.11,18.63,33.46,0.07,4.09,0.01,0.04,-0.01,0.07,6.78,-0.03,0.61,-0.45,1.12,4.09,-0.03,4.24,-0.0,-0.0,0.01,0.01,0.61,-0.0,4.82,7.7368,24.679,11.965000000000002,90.0,107.177,90.0,2182.6570366766564,7.750280912389419,24.422354306877367,11.950020401503153,90.0021340768194,107.27765916576396,90.00038032379733,2159.83664203954,14.241267783784995,12.111576962448297,13.176422373116646,12.64399966778247,18.11888888888889,15.830454593588344,16.974671741238616,16.40256316741348,5.201333333333333,4.412275340182351,4.806804336757843,4.609539838470097,0.37062443075481877,0.3918823610013377
3574,VUPCUH,24.02,9.19,15.45,-0.0,0.02,-0.0,9.19,22.86,10.08,0.0,-0.03,0.0,15.45,10.08,23.33,0.0,-0.09,-0.0,-0.0,0.0,0.0,9.47,-0.0,0.0,0.02,-0.03,-0.09,-0.0,9.65,-0.0,-0.0,0.0,-0.0,0.0,-0.0,10.73,12.4675,7.408,8.0805,90.0,90.0,90.0,746.3088388200002,12.130241539655293,7.293615747660497,8.160777677559011,90.00087302524831,90.00061552505458,90.00049294917994,722.0111006109817,21.209823998833947,19.049258934571313,20.12954146670263,19.589400200636973,15.516666666666664,15.303530811184192,15.410098738925427,15.35681477505481,8.336,7.368926571044352,7.852463285522177,7.610694928283264,0.28220980148428476,0.2760794342113065
3575,WUMQIE,19.04,10.11,10.8,0.0,-0.0,0.01,10.11,19.62,8.08,0.0,-0.02,-0.0,10.8,8.08,20.04,0.0,-0.02,-0.0,0.0,0.0,0.0,4.8,-0.0,-0.0,-0.0,-0.02,-0.02,-0.0,3.22,-0.0,0.01,-0.0,-0.0,-0.0,-0.0,3.85,10.592,19.332,19.931,90.0,90.0,90.0,4081.1621264640007,10.600761633935434,19.03969765485341,20.01590315097617,90.00035254454363,90.00056842731695,89.99972941617317,4039.915745296981,11.748578123073125,11.305623007295122,11.527100565184124,11.416361786239623,12.964444444444446,12.936094253278021,12.950269348861234,12.943181801069628,4.354666666666666,4.173849391555572,4.264258029111119,4.219053710333345,0.35164380747006435,0.09485543557504654
3576,ROCSAF,16.82,9.55,10.78,1.42,1.75,0.3,9.55,12.54,12.56,1.62,-1.15,0.22,10.78,12.56,18.09,2.07,-1.38,0.35,1.42,1.62,2.07,6.01,-0.03,-0.26,1.75,-1.15,-1.38,-0.03,4.09,-0.48,0.3,0.22,0.35,-0.26,-0.48,2.77,8.1852,8.4437,16.921,97.887,93.333,111.291,1071.9314444363838,8.17247569253092,8.469897266578553,16.802874142159954,98.1600508220755,93.85404867729082,109.65477496876662,1075.9638326422585,9.721047439126783,6.737915095295422,8.229481267211103,7.483698181253263,12.581111111111111,11.200230551815343,11.890670831463227,11.545450691639285,3.5446666666666666,2.4068530227450933,2.97575984470588,2.6913064337254866,0.38450460409736315,0.8734082558395071
3577,RAWWUJ,17.5,9.8,8.13,0.53,0.59,-0.08,9.8,18.07,11.03,-2.07,0.51,2.88,8.13,11.03,21.83,0.78,1.75,0.23,0.53,-2.07,0.78,7.8,0.63,1.08,0.59,0.51,1.75,0.63,4.73,1.51,-0.08,2.88,0.23,1.08,1.51,5.41,4.8787,9.6866,11.1979,89.84300000000002,79.46499999999999,85.653,518.7401484800102,4.820137866109888,9.647537962339362,11.113834902556809,89.54389604207333,79.43455317083509,84.09262197018866,505.3291028000505,14.39793461433385,10.963417066261208,12.680675840297528,11.822046453279368,12.813333333333333,12.362923113337084,12.588128223335207,12.475525668336147,5.484,4.0539175180534635,4.768958759026732,4.411438138540097,0.33181575766608296,0.6765772947442679
